,Unnamed: 0.1,Unnamed: 0,title,fail_factor,impact,phase,actor,controllability,is_overrun_related,evidence,evidence_section,confidence,file
736,3.0,,LRT1 号線増強事業（II）,既存構造物の老朽化によりプレキャスト材が剥がれ落ちる事故が発生したこと,耐久性強化調査や15駅の駅舎壁・屋根の補修が必要となり、当初計画外の追加期間を要した,IMPLEMENTATION,EXOGENOUS,LOW,True,15 駅における駅舎壁や車両基地における屋根および壁の補修を行った理由は、1 号線の既存構造物の老朽化により、2005 年 9 月にプレキャスト材の断片が路上に剥がれ落ちる事故があったためである。,3.4.1 アウトプット,0.85,https://www2.jica.go.jp/ja/evaluation/pdf/2012_PH-P211_4_f.pdf
737,4.0,,LRT1 号線増強事業（II）,2010年までに1〜5号線が開通するという過大な前提条件で需要予測を行っていたこと,事後評価時点の乗客数実績値が審査時予測の半分程度にとどまる結果となった,PLANNING,PARTNER,MEDIUM,False,但し、審査時には 2000 年までに 1〜3 号線が開通、2010 年までに 1〜5 号線が開通している前提であったが、この前提条件と実際の都市鉄道整備状況が異なる,3.2.1.1 乗客輸送量,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2012_PH-P211_4_f.pdf
738,5.0,,LRT1 号線増強事業（II）,線路の老朽化により当初計画の最高速度で運行できなくなったこと,安全上の理由から40km/時程度まで減速運行せざるを得ず、乗客数増加への対応が困難になった,OPERATION,PARTNER,MEDIUM,False,線路老朽化により速度を落として運行せざるを得ないこと（当初計画では最高速度 60km/時のところ、実際には 40km/時程度で運行）等により、現行の状況ではこれ以上の乗客数増加への対応は困難な状況にある。,3.2.1.1 乗客輸送量,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2012_PH-P211_4_f.pdf
739,6.0,,LRT1 号線増強事業（II）,公共性の観点から運賃が低く据え置かれ、政府による運賃改定案が見送られたこと,営業利益が恒常的な赤字となり、多額の債務超過など財務状況の悪化を招いた,OPERATION,PARTNER,LOW,False,1 号線の運賃は 12〜15 ペソに据え置かれたままであり、2011 年 2 月に運賃改定案が LRTA 理事会により承認されたものの、DOTC により都市鉄道事業の公共性の観点から見送られた。,3.5.3 運営・維持管理の財務,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2012_PH-P211_4_f.pdf
740,7.0,,LRT1 号線増強事業（II）,スペアパーツが陳腐化・市場流通不足し、サプライヤーが限られていたこと,部品入札不調により特定の世代の車両を稼働できないなど、車両稼働率が低下した,OPERATION,VENDOR,LOW,False,スペアパーツが市場にあまり流通しておらず、サプライヤーが限られており、入札不調に陥っている。実施機関および JICA 現地事務所によれば、第 1 世代車両のスペアパーツも陳腐化しつつある,3.5.4 運営・維持管理の状況,0.85,https://www2.jica.go.jp/ja/evaluation/pdf/2012_PH-P211_4_f.pdf
741,0.0,,スリランカ プランテーション改善事業（II）,2005年の政権交代と大規模な省庁改編により管轄が分断され、一貫性のある政策的枠組みが構築できなかったこと,本事業の重要な柱の一つであった「ハウジングローンの供与」が中止に追い込まれた,IMPLEMENTATION,PARTNER,LOW,False,国家政策や開発ニーズに変更はなかったが、それらの政策を実行に移すための枠組みに一貫性が保たれなかった。,3.1.4.1 ハウジングローン事業の適切性,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2012_SL-P75_4_f.pdf
742,1.0,,スリランカ プランテーション改善事業（II）,土地所有権の制約やRPCのリスク回避、労働者の債務負担への心理的抵抗などの現状分析が計画段階で不十分であったこと,ハウジングローンの実施に対してRPCや銀行等のステークホルダーの合意が得られず計画が破綻した,PLANNING,JICA,MEDIUM,False,RPC はそのリスクを回避する必要があったため、RPC としてもハウジングローンの実施に否定的であった。さらには農園労働者の戸建住居のニーズが想定されていたものとは異なっていた。,3.1.4.1 ハウジングローン事業の適切性,0.95,https://www2.jica.go.jp/ja/evaluation/pdf/2012_SL-P75_4_f.pdf
743,2.0,,スリランカ プランテーション改善事業（II）,公務員報酬体系の制限により財務専門家の人材確保が困難となり、コンサルタントへの雇用形態変更の手続きに時間を要したこと,事業実施室（PIU）の強化が遅れ、実務プロセスの確定に15ヵ月の遅延が生じた,IMPLEMENTATION,PARTNER,MEDIUM,True,公務員の報酬体系では人材確保が困難であり、コンサルタント雇用に変更する必要が生じた。この手続きに時間を要し遅延が生じた。,3.4.2.2 事業期間,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2012_SL-P75_4_f.pdf
744,3.0,,スリランカ プランテーション改善事業（II）,事業開始当初、社会環境事業のコスト50％をRPCが負担する計画であったが、RPCの関心が低く同意が得られなかったこと,研修などの社会開発プログラムが、事業開始後3年間はほぼ実施されない停滞を招いた,IMPLEMENTATION,PARTNER,MEDIUM,True,研修に対する RPC の関心は低く、事業開始後 3 年間はほぼ実施されず、RPC の負担率がなくなった時点からようやく実施が開始された,3.2.2 定性的効果,0.85,https://www2.jica.go.jp/ja/evaluation/pdf/2012_SL-P75_4_f.pdf
745,4.0,,スリランカ プランテーション改善事業（II）,水道設備整備において、乾期の水源枯渇を考慮しないなど、設置箇所の水源確保に関する技術的な調査が不十分であったこと,乾期に水が枯渇し安定した供給ができず、水道整備事業への受益者の満足度が低迷した,IMPLEMENTATION,PARTNER,MEDIUM,False,行われた整備には技術的な問題が生じており、乾期は水源が枯渇し安定した水供給ができていないことが判明した。,3.2.2 定性的効果,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2012_SL-P75_4_f.pdf
746,5.0,,スリランカ プランテーション改善事業（II）,農業機器の導入に際し、必要な安全装備（ゴムブーツや保護メガネ等）の購入を計画から欠落させていたこと,労働者が安全面への不安から刈取機の使用を拒否し、導入した機材が十分に活用されなかった,IMPLEMENTATION,MULTIPLE,HIGH,False,刈取機を使用するうえで必要な安全装備（ゴムブーツや保護メガネ）は購入していないため、労働者からは「安全・健康面での不安があり、あまり使用はしたくない」という声が多かった。,3.2.2 定性的効果,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2012_SL-P75_4_f.pdf
747,6.0,,スリランカ プランテーション改善事業（II）,農道整備において、一区間が平均100mと非常に短い細切れの整備を行ったため、労働者の移動経路全体の改善に至らなかったこと,徒歩で移動する農園労働者にとって、移動時間の短縮や怪我の減少などの定量的効果が見られなかった,IMPLEMENTATION,JICA,MEDIUM,False,整備された区間が平均 100m...と短い区間であり、その前後の農道は未整備であることから、徒歩で農道を利用する農園労働者の大半にとっては大きな効果は見受けられず,3.2.1 定量的効果（運用・効果指標）,0.8,https://www2.jica.go.jp/ja/evaluation/pdf/2012_SL-P75_4_f.pdf
748,7.0,,スリランカ プランテーション改善事業（II）,農道整備のモニタリング担当者を1名のみとする不十分な体制で運用し、報告内容の管理を怠ったこと,進捗状況の把握や維持管理体制のモニタリングに不備が生じ、報告書の整合性が保てなかった,IMPLEMENTATION,PARTNER,HIGH,False,モニタリングの頻度や報告書内容に不備があり、モニタリング担当者 1 名の体制では不十分であったことは明らかであった。,3.5.1 運営・維持管理の体制,0.85,https://www2.jica.go.jp/ja/evaluation/pdf/2012_SL-P75_4_f.pdf
749,0.0,,クリスマス島沿岸漁業振興計画,定期便（輸送船）の船内冷凍設備の故障および船の難破・座礁,2007年より首都タラワへの冷凍魚の定期輸送ができず、輸送量の目標（指標1）が未達成,OPERATION,EXOGENOUS,LOW,False,CPPL クリスマスでは予期せぬ事故で船内冷凍設備が故障したため、2007 年よりタラワへの冷凍魚の定期輸送を行うことが出来ていない。定期便が難破または座礁したため、操業停止となった。,Ⅱ 評価結果 総合評価,1.0,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0414600_4_f.pdf
750,1.0,,クリスマス島沿岸漁業振興計画,地理的要因および組織内の連携不足によるスペアパーツ確保の困難さ,調達された漁船数隻とチェストフリーザーが、修理不能のため活用されず停止,OPERATION,PARTNER,MEDIUM,False,本事業で調達した機材は、台秤や発電機は有効に活用されているが、漁船数隻とチェストフリーザーはスペアパーツが確保できないため、活用されていない。,2 有効性･インパクト,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0414600_4_f.pdf
751,2.0,,クリスマス島沿岸漁業振興計画,タラワとクリスマス島間の船便が月に一度という輸送体制の制約,一部機材の輸送が計画通りに進まず、事業期間が計画を若干超過（計画比102%）,IMPLEMENTATION,EXOGENOUS,LOW,True,タラワとクリスマス島間の船便輸送は月に一度しかなく、そのため一部の機材が計画されていた時期に輸送できなかったことから、事業期間は計画を若干上回った（計画比 102%）,3 効率性,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0414600_4_f.pdf
752,3.0,,クリスマス島沿岸漁業振興計画,特殊な機材（チェストフリーザー等）の修理・維持管理に関する技術能力の不足,ガス漏れで破損した機材の修理に対応できず、稼働停止状態が継続,OPERATION,PARTNER,MEDIUM,False,技術面では、施設設備・機材の通常の運転操作に問題はないものの、チェストフリーザー等の機材の修理・維持管理については対応できていない。,4 持続性,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0414600_4_f.pdf
753,4.0,,クリスマス島沿岸漁業振興計画,クレーン付トラックの衝突事故による本体の損傷,事業で調達したクレーン付トラックが使用不能となり、中古トラックでの代用を余儀なくされた,OPERATION,PARTNER,LOW,False,クレーン付トラックも 2011 年に発生した衝突事故で本体に大きな損傷を受け、使用できなくなっており、2013 年 10 月に CPPL 本部から輸送した中古トラックで代用している。,2 有効性･インパクト,1.0,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0414600_4_f.pdf
754,5.0,,クリスマス島沿岸漁業振興計画,漁獲高減少による収入減と、代替機材レンタル料等の運営経費増大,CPPLの財務状況が悪化し、予算収支のモニタリング強化が必要な事態となった,OPERATION,PARTNER,MEDIUM,False,財務面では、漁獲高の減少で CPPL の収入が減少する一方で、運営経費が増加している。その理由としては、故障したトラックの代わりに借りたトラックのレンタル費用、輸送のためのガソリン・燃料費が挙げられる。,4 持続性,0.8,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0414600_4_f.pdf
755,0.0,,地方電化プロジェクト,プロジェクト・デザイン・マトリックス（PDM）における上位目標の指標未設定,当初想定していた指標による上位目標の達成度の客観的な検証が困難となった,PLANNING,MULTIPLE,HIGH,False,評価の制約：（1）上位目標の指標が設定されていなかった。,Ⅱ 評価結果2 3,0.95,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600806_4_f.pdf
756,1.0,,地方電化プロジェクト,一部の小水力発電施設における負荷制御装置（ELC）の未導入・不使用,予期しない電力負荷によるバルブ破裂や電圧変動等の機能上の不具合が発生した,OPERATION,MULTIPLE,MEDIUM,False,ELC を使用していないため負荷制御がされず、予期しない電力負荷の発生によりバルブの破裂や電圧の変動などの面で問題が生じていた,2 有効性・インパクト,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600806_4_f.pdf
757,2.0,,地方電化プロジェクト,政府の厳格な精算手続きに対し、地方の実施機関（ARECs）の事務処理能力が不足,精算報告書の不備により、プロジェクト関連以外の公的財源の活用に支障をきたした,OPERATION,PARTNER,HIGH,False,DOE は政府機関として厳しい精算手続きを実施する方針であり、これに対しパートナーである ARECs は、精算書類の作成に支障をきたしている面がある。,4 持続性,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600806_4_f.pdf
758,3.0,,地方電化プロジェクト,村落電化組合（BAPAs）による住民からの電力料金徴収の難航,施設の維持管理費の確保が困難となり、草の根レベルでの財務的持続性に課題が生じた,OPERATION,PARTNER,LOW,False,BABAs にとっては、住民からの電力料金徴収が困難であることもあり、維持管理費の確保に問題を抱えている。,4 持続性,0.85,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600806_4_f.pdf
759,4.0,,地方電化プロジェクト,短期専門家派遣の増加や計画外の第三国研修の追加実施,協力金額が当初計画の133％に達し、効率性の評価を下げる要因となった,IMPLEMENTATION,JICA,HIGH,True,短期専門家の派遣の増加やインドネシアにおける第三国研修の実施等により、協力金額は計画を上回った（計画比133％）。,3 効率性,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600806_4_f.pdf
760,5.0,,地方電化プロジェクト,プロジェクト完了後のエネルギー省（DOE）と地域センター（ARECs）間の契約未更新,一部の地域において中央政府との公式なパートナーシップが継続されない事態を招いた,OPERATION,PARTNER,HIGH,False,4 つの AREC のうち 2 つの AREC では、プロジェクト完了後に DOE とのパートナーシップは更新されていない,4 持続性,0.8,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600806_4_f.pdf
761,0.0,,IT人材育成プロジェクト,プロジェクト終了後、新施設建設のための予算が調達できなかった,年間400名の卒業生を輩出するという上位目標の目標値に達していない（施設収容能力が最大150名に留まる）,OPERATION,PARTNER,MEDIUM,False,年間 400 名を輩出できる研修施設の整備が実現されていない背景としては、プロジェクト終了後、新施設建設のための予算が調達できなかったことに加え,3.2.2.1 上位目標達成度,1.0,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600872_4_f.pdf
762,1.0,,IT人材育成プロジェクト,実施機関が開発プロジェクト等の業務に多忙となり、組織の重点分野が研修から開発へ変化した,研修機関としての役割が希薄になり、卒業生輩出という本来の目標達成に向けた活動が縮小した,OPERATION,PARTNER,HIGH,False,UP ITDC（前 UP ITTC）が開発プロジェクト等の業務に多忙となり、研修機関としての役割が希薄になっていたことが一つの要因として挙げられる。,3.2.2.1 上位目標達成度,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600872_4_f.pdf
763,2.0,,IT人材育成プロジェクト,産業連携を担当していた専任スタッフが辞職し、後任が配置されなかった,産業界へのマーケティング活動が停滞し、企業からの奨学金数が大幅に減少（最終的に皆無）した,OPERATION,PARTNER,HIGH,False,2012 年に当該スタッフが辞職した後は、後任が配置されていない。既述の通り、プロジェクト完了後の奨学金数は減少し、事後評価時点で奨学金を支援している企業は日系企業に限らず皆無であった。,3.4.2 カウンターパートの体制,1.0,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600872_4_f.pdf
764,3.0,,IT人材育成プロジェクト,同一施設内に共存する3つの組織間で人員が重複し、指令系統や責任の所在が不明瞭,誰がマーケティングや産業界との連携を担当するのかが不明となり、組織の持続性が中程度に留まっている,OPERATION,PARTNER,MEDIUM,False,これら 3 つの組織は人員が重複している上に、誰が UP ITDC のマーケティングや産業界との連携を担当するのか等、UP ITDC 内の指令系統や責任の所在が不明瞭であることが確認された。,3.4.2 カウンターパートの体制,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600872_4_f.pdf
765,4.0,,IT人材育成プロジェクト,一部の短期専門家において、語学力の問題によりカウンターパートとの意思疎通が困難であった,技術移転の効率性が阻害され、マニュアルの事前準備等の改善策が必要となった,IMPLEMENTATION,JICA,MEDIUM,True,一部の短期専門家は、語学力の問題によりコミュニケーションが困難であったとのコメントがあり、その改善策として、翻訳済みのマニュアル、ガイドラインや関連資料の事前準備が挙げられた。,3.3.1.1 投入要素,0.8,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600872_4_f.pdf
766,5.0,,IT人材育成プロジェクト,学費負担軽減のため、1年間のフルタイムコースを6カ月に短縮した,授業のペースが速すぎるとの不満や、実践的なITスキルを習得するのに期間が不十分であるとの評価を招いた,OPERATION,PARTNER,HIGH,False,授業のペースが速すぎる、レベルが異なる研修生への対応が必要などの不満が挙がっている。さらに、卒業生の就職先 IT 企業へのインタビューからも、6 カ月のコースは実践的な IT スキルを習得するのに十分な期間ではないため,3.2.2.2 プロジェクト成果を持続させるための今後の課題,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600872_4_f.pdf
767,6.0,,IT人材育成プロジェクト,世界的な経済不況の影響により、IT企業の奨学金拠出余力が低下した,2006年度をピークに奨学金数が減少し、経済的障壁による入学辞退や中途退学が発生する要因となった,OPERATION,EXOGENOUS,LOW,False,2006 年度以降の奨学金数の減少は、世界的不況の影響を受けているとのコメントが出された。,3.2.1.1 プロジェクトの成果（アウトプット）,0.7,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600872_4_f.pdf
768,0.0,,養殖普及プロジェクト,一部活動の遅れに対応するための日本人専門家の派遣期間延長,協力金額が計画を上回り、効率性が中低度と評価された（計画比118％）,IMPLEMENTATION,MULTIPLE,MEDIUM,True,一部遅れのあった活動に対応するための専門家派遣期間が増加したため、協力金額は計画を上回った（計画比 118％）。よって、効率性は中低度である。,3 効率性,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600936_4_f.pdf
769,1.0,,養殖普及プロジェクト,水質悪化、海水汲水システムの故障、頻発する台風,ミルクフィッシュの種苗の配布数がプロジェクト完了後に減少,OPERATION,PARTNER,MEDIUM,False,NIFTDC の水質悪化、海水汲水システムの長期間の故障、頻発する台風が要因となり、ミルクフィッシュの種苗の配布数はプロジェクト完了後に減少した。,2 有効性・インパクト,1.0,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600936_4_f.pdf
770,2.0,,養殖普及プロジェクト,LGU（地方自治体）における普及員の人材不足,養魚家への普及活動が継続されず、知見共有の会合も開催されていない,OPERATION,PARTNER,HIGH,False,養魚家への普及活動はLGUの人材不足のため継続していない。…結果として、ミルクフィッシュ養魚家がグッドプラクティスを共有する会合はプロジェクト完了以降、開催されていない。,4 持続性,1.0,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600936_4_f.pdf
771,3.0,,養殖普及プロジェクト,コメやトウモロコシ等の他産品への優先的な予算配分,水産業の普及サービスや資機材の運営管理に対するLGUの予算が不足,OPERATION,PARTNER,MEDIUM,False,LGUの中にはコメやトウモロコシといった産品に優先度が与えられていることも、水産業の普及サービスへの予算配賦が十分に行われない要因の一つとなっている。,4 持続性,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600936_4_f.pdf
772,4.0,,養殖普及プロジェクト,台風による施設被害および安価な輸入種苗との価格競争力欠如,プロジェクトで構築したPBDPふ化場間のネットワークが継続していない,OPERATION,EXOGENOUS,LOW,False,ネットワークは継続していない。その理由として、第一に、近隣のPBDPふ化場が台風の影響を受け操業を停止したこと、第二に、輸入ミルクフィッシュはより安価で販売されているため、幾つかの民間ふ化場は採算が取れず、操業を中止したことが挙げられる。,4 持続性,1.0,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600936_4_f.pdf
773,5.0,,養殖普及プロジェクト,政府統計や数値データを用いた利益検証体制の未整備,パイロットLGU全体の養魚家の生計向上（上位目標）が確認困難となった,OPERATION,PARTNER,MEDIUM,False,パイロット LGU 全体の養魚家の生計向上については事後評価時点では確認できなかった。ミルクフィッシュ養殖による利益について、政府統計や数値データを用いた検証は実施できなかった,2 有効性・インパクト,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600936_4_f.pdf
774,6.0,,養殖普及プロジェクト,配布済み技術マニュアルの使用状況に対するモニタリング体制の欠如,マニュアルの実際の活用状況が把握できず、技術定着の管理が不十分,OPERATION,PARTNER,HIGH,False,プロジェクトによって作成された技術マニュアルはNIFTDCで活用されている。同マニュアルは全てのPBDPふ化場にも配布済みであるが、その使用状況についてのモニタリングは行われていない。,4 持続性,0.8,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600936_4_f.pdf
775,7.0,,養殖普及プロジェクト,台風被害による生産停止および民間市場のニーズ減少,受精卵の配布数がプロジェクト目標（開始前実績比の向上）を未達成,OPERATION,EXOGENOUS,LOW,False,受精卵の配布数は減少した。この減少は、NIFTDC 周辺のサテライトふ化場が台風の被害を受けてミルクフィッシュの生産を停止したこと、民間のふ化場からのニーズも減少したことによる。,2 有効性・インパクト,1.0,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600936_4_f.pdf
776,0.0,,イロイロ州地域活性化・LGU クラスター開発プロジェクト,イロイロ市が採択した車両規制条例により周辺自治体との間で政治問題が発生,MIGEDCによる交通管理アクションアジェンダ（TMAA）の継続的な更新及び改善が中断,OPERATION,PARTNER,LOW,False,この条例はイロイロ市周辺自治体の公共交通車両が同市へ進入することを規制しており...この問題は、構成 LGU の間で政治問題化しており、そのため TMAA の更新及び改善が中断している。,2 有効性・インパクト,1.0,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600958_4_f.pdf
777,1.0,,イロイロ州地域活性化・LGU クラスター開発プロジェクト,構成自治体における交通管理専門人材の不足や予算の制約、政治的理由,イロイロ市及びオトン町を除く構成LGUにおいて、TMAAに基づく交通管理計画が未策定,OPERATION,PARTNER,MEDIUM,False,TMAA に基づく交通管理計画は、①イロイロ市及びオトン町を除く構成 LGU では、交通管理を専門とする人材及び担当部署が限られていること...③予算が限られていること、④政治的理由、などにより、未だ策定されていない。,2 有効性・インパクト,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600958_4_f.pdf
778,2.0,,イロイロ州地域活性化・LGU クラスター開発プロジェクト,2013年に就任した市長間の運営方針の相違及び構成自治体間の政治的対立,アニラオ町及びバロタック・ヌエボ町によるBBBRMCI活動への参加・職員派遣が停止,OPERATION,PARTNER,LOW,False,アニラオ町及びバロタック・ヌエボ町の市長は、2013 年に就任したバナテ町市長が主導する BBBRMCI の運営に対して異なる立場にあり、また構成 LGU の間で政治対立があるため、両町は 2013 年以降、BBBRMCI の活動への参加...を停止している。,2 有効性・インパクト,1.0,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600958_4_f.pdf
779,3.0,,イロイロ州地域活性化・LGU クラスター開発プロジェクト,原材料価格の上昇、販売量不足、および適切な商品企画・マーケティング計画の欠如,生計向上活動としての魚加工が不活発となり、整備された関連施設が未活用状態に,OPERATION,MULTIPLE,MEDIUM,False,原材料価格の上昇及び少ない販売量のため、魚加工などの BBBRMCI の生計向上活動は、活発ではなく、そのため、BBBRMCI が整備した魚加工関連施設は使われていない。また、適切な商品企画及びマーケティング計画の不足により漁業組合活動も活発ではない。,2 有効性・インパクト,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600958_4_f.pdf
780,4.0,,イロイロ州地域活性化・LGU クラスター開発プロジェクト,当初計画になかった魚加工技術導入等の代替的生計向上活動をプロジェクトに追加,協力金額が当初計画の294百万円を大幅に上回る結果（計画比155％）となった,IMPLEMENTATION,MULTIPLE,HIGH,True,沿岸資源管理サブプロジェクトにおいて、魚加工技術の導入およびそれに関係する研修など、漁民及び関係者の代替的生計向上活動が新たに追加されたため、協力金額は大幅に計画を上回った（計画比:155％）。,3 効率性,1.0,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600958_4_f.pdf
781,5.0,,イロイロ州地域活性化・LGU クラスター開発プロジェクト,性格が異なり機能的結びつきのない2つのサブプロジェクトを1つの案件として形成,共通のプロジェクト目標・上位目標の設定ができず、事後評価での包括的な達成説明が困難に,PLANNING,JICA,HIGH,False,二つのサブプロジェクトから構成されていたが、各サブプロジェクトは、それぞれ異なる開発課題やセクターを対象としており、一つのプロジェクトとしての機能的な結びつきがなかった。...一つのプロジェクトとして何が達成されたかについて...説明を行うことが困難であった。,JICA への教訓,1.0,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600958_4_f.pdf
782,6.0,,イロイロ州地域活性化・LGU クラスター開発プロジェクト,MIGEDC事務局職員等の交通計画に関する研修機会が非常に限定的であること,業務遂行における意思疎通の不足や共通理解の欠如が発生し、継続的な技術更新を阻害,OPERATION,PARTNER,MEDIUM,False,MIGEDC 事務局職員の都市交通計画及び交通管理に係る研修機会は非常に限られており、その結果、彼らが業務を行う際に、意思疎通が十分にできない、共通の理解が得られないなどの問題を引き起こしている。,4 持続性,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600958_4_f.pdf
783,7.0,,イロイロ州地域活性化・LGU クラスター開発プロジェクト,各自治体の財政的制約や首長交代による優先度の低下に伴う活動分担金の未払いや減額,MIGEDCの活動継続に必要な費用を構成LGUの分担金のみでカバーできない状態に,OPERATION,PARTNER,MEDIUM,False,一部の構成 LGU は、財務上の制約により MIGEDC への年間分担金の支払いが滞っている。また別の LGU では、選挙による首長の交代の結果、交通管理に対する優先度が低下し、MIGEDC に対する分担金を減額した例もあった。,4 持続性,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0600958_4_f.pdf
784,0.0,,森林分野人材育成計画プロジェクトフェーズ２,地域の現状に合わない実用的でない技術（乾期に枯れる池での養殖等）の導入,移転された技術を実際に適用したCFメンバーの割合が、目標値の70％に到達しなかった,PLANNING,MULTIPLE,HIGH,False,移転した技術の中には実用的でないため CF メンバーに活用されていないものもある。例えば、Boeng KokCF のメンバーの殆どは乾期に池が枯れるため養殖技術を断念した。,2 有効性・インパクト,0.95,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0601305_4_f.pdf
785,1.0,,森林分野人材育成計画プロジェクトフェーズ２,合法化プロセスの停滞と、問題解決に向けた中央から現場への指示・助言の欠如,対象CFの過半数で合法化が完了せず、政府予算の配賦も受けられない等の制限が生じた,IMPLEMENTATION,PARTNER,MEDIUM,False,どのように手続きをとり、問題解決のために誰に助言を求めたら良いのか明確な指示が与えられていないことも事後評価時に確認された。進展が遅い理由、課題解決の責任の所在がどこにあるかなどは確認できなかった。,2 有効性・インパクト（脚注3）,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0601305_4_f.pdf
786,2.0,,森林分野人材育成計画プロジェクトフェーズ２,CF活動支援に必要な森林官の不足と、不十分な組織体制,森林官による生計向上支援が限定的となり、活動が開発パートナーやNGOに大きく依存した,OPERATION,PARTNER,MEDIUM,False,森林官数はCF活動支援のために十分でなく、管轄事務所は中央レベルの森林局に増員の要求をしている。CF は技術面・財政面で開発パートナー/NGOs に大きく依存しているからである。,4 持続性 / 5 総合評価,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0601305_4_f.pdf
787,3.0,,森林分野人材育成計画プロジェクトフェーズ２,対象CF数の増加（5から7）および研修参加者数（約1.3倍）の大幅な増加,協力金額が計画比129％（477百万円）となり、当初の計画予算を上回った,IMPLEMENTATION,MULTIPLE,HIGH,True,"協力金額は計画を上回った（計画比 129％）。これは対象 CF の増加（5 から７へ増加）および研修参加者増加(1,500 名から 1,899 名へ増加)によるものである。",3 効率性,1.0,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0601305_4_f.pdf
788,4.0,,森林分野人材育成計画プロジェクトフェーズ２,CF内における経済土地コンセッションとの土地重複問題の長期未解決,合法化手続きの停滞を招き、影響を受ける住民が政府に支援を強く要求する事態となった,IMPLEMENTATION,PARTNER,LOW,False,CF 内の経済土地コンセッションとの土地の重複問題は解決されておらず、影響を受ける CF は農林水産省に合法化手続きの支援を強く要求している。この問題はプロジェクト実施以前より存在していた。,2 有効性・インパクト,0.85,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0601305_4_f.pdf
789,5.0,,森林分野人材育成計画プロジェクトフェーズ２,地域の知識の尊重不足と、現場での実現可能性の検討が不十分な計画策定,受益者にとって継続困難な活動（養殖など）が投入され、実効性が失われた,PLANNING,JICA,HIGH,False,地域の知識を尊重し、プロジェクト計画時での現場への適用、または実施時の調整を行い、受益者にとって実現可能性の少ない計画や投入を避けるべきである（本事業の場合の養殖など）。,JICA への教訓,0.95,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0601305_4_f.pdf
790,0.0,,北東州地域開発能力向上プロジェクト,「郡・区基金」の交付を定める細則等の策定準備が遅れ、実際の予算交付が遅延,上位目標である「主体的・戦略的な州開発事業の実施」に向けた新規事業の実施に至らず、上位目標が未達成,OPERATION,PARTNER,LOW,False,「郡・区基金」交付の遅れから、プロジェクトで培った、計画・実施・モニタリング・評価のサイクルの知識・経験を生かした新規開発事業の実施には至っていない。,０．要旨,1.0,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0601408_4_f.pdf
