,file,Unnamed: 0,country,評価年度,評価会社,評価者,プロジェクトコスト_計画時_int,プロジェクトコスト_実績_int,プロジェクト期間開始_計画時,プロジェクト期間終了_計画時,プロジェクト期間開始_実績,プロジェクト期間終了_実績,事前評価時_プロジェクト期間（月）,実績_プロジェクト期間（月）,妥当性評価,整合性評価,有効性評価,インパクト評価,効率性評価,効率性_コスト,効率性_期間,持続性評価,適応・貢献評価,付加価値・創造価値評価,総合評価,備考,事業形態,分野,案件名,連番,地域,地域詳細,開発計画一般_cat_flg,総合地域開発計画_cat_flg,行政一般_cat_flg,財政・金融_cat_flg,環境問題_cat_flg,統計_cat_flg,情報・広報_cat_flg,公益事業一般_cat_flg,上水道_cat_flg,下水道_cat_flg,都市衛生_cat_flg,運輸交通一般_cat_flg,道路_cat_flg,陸運_cat_flg,鉄道_cat_flg,海運・船舶_cat_flg,港湾_cat_flg,航空・空港_cat_flg,都市交通_cat_flg,気象・地震_cat_flg,社会基盤一般_cat_flg,河川・砂防_cat_flg,水資源開発_cat_flg,都市計画・土地造成_cat_flg,建築住宅_cat_flg,測量・地図_cat_flg,通信・放送一般_cat_flg,電気通信_cat_flg,放送_cat_flg,農業一般_cat_flg,養蚕_cat_flg,農業土木_cat_flg,農業機械_cat_flg,農産加工_cat_flg,食糧増産援助_cat_flg,畜産_cat_flg,家畜衛生_cat_flg,畜産加工_cat_flg,林業・森林保全_cat_flg,水産_cat_flg,水産加工_cat_flg,鉱業_cat_flg,工業一般_cat_flg,化学工業_cat_flg,機械工業_cat_flg,食品工業_cat_flg,その他工業_cat_flg,エネルギー一般_cat_flg,電力_cat_flg,ガス・石油_cat_flg,新・再生エネルギー_cat_flg,その他エネルギー_cat_flg,商業経営_cat_flg,貿易_cat_flg,観光一般_cat_flg,観光施設_cat_flg,人的資源一般_cat_flg,教育_cat_flg,基礎教育_cat_flg,中等教育_cat_flg,高等教育_cat_flg,職業訓練_cat_flg,科学_cat_flg,文化_cat_flg,保健・医療_cat_flg,基礎保健_cat_flg,人口・家族計画_cat_flg,社会福祉_cat_flg,労働_cat_flg,災害援助_cat_flg,食糧援助_cat_flg,その他_cat_flg,alpha2,alpha3,project_start_year,project_end_year,join_flg,control_of_corruption,government_effectiveness,political_stability,regulatory_quality,rule_of_law,voice_and_accountability
450,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0804800_4_f.pdf,876,セーシェル,2012,Value Frontier 株式会社,石森康一郎,1140000000.0,1299000000.0,2008-07-01,2009-12-05,2008-07-01,2010-02-01,18.0,20.0,高い,,高い,高い,低い,114.0,111.0,高い,,,高い,セーシェル側負担分のアウトプット（ベル・オンブレ漁港における高圧線の引き込み及び道路の舗装）が未完。,無償,水産,マヘ島零細漁業施設整備計画,1,アフリカ,東アフリカ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SC,SYC,2008,2010,True,0.5795626242955527,0.667451202869415,0.7346042394638063,-0.024981707644959283,0.17946026101708415,0.045474084249387016
451,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0804900_4_f.pdf,874,セントルシア,2012,セントルシア支所/ドミニカ共和国事務所,,536000000.0,526000000.0,2008-05-01,2009-10-26,2008-05-01,2010-02-01,18.0,21.0,高い,,中程度,中程度,中程度,98.0,118.0,中程度,,,一部課題がある,,無償,水産,アンス・ラ・レイ水産施設整備計画,1,中南米,カリブ海,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,LC,LCA,2008,2010,True,1.3084680636723833,0.852153162161509,0.7055978377660117,0.4266804854075113,0.885099510351817,1.2124692201614367
452,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0805800_4_f.pdf,1097,ネパール,2012,ネパール事務所,,870000000.0,869000000.0,2008-09-16,2009-11-04,2008-09-16,2009-11-04,14.0,14.0,高い,,中程度,中程度,高い,100.0,100.0,中程度,,,高い,,無償,教育,第2次「万人のための教育」支援のための小学校建設計画,1,アジア,南アジア,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NP,NPL,2008,2009,True,-0.761249095201492,-0.89066082239151,-1.7271842956543,-0.6842305660247805,-0.768561899662018,-0.46857553720474254
453,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0805900_4_f.pdf,1950,ヨルダン,2012,オクタヴィアジャパン株式会社,稲澤健一/古賀美夕紀,2485000000.0,2416000000.0,2006-07-01,2010-03-01,2006-07-01,2010-03-01,45.0,45.0,高い,,高い,高い,高い,97.0,100.0,中程度,,,非常に高い,,無償,上水道,第二次ザルカ地区上水道施設改善計画,1,アジア,西アジア,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,JO,JOR,2006,2010,True,0.22996370866894714,0.18768403232097605,-0.4205445826053622,0.2980784565210342,0.28549353182315823,-0.7430090188980102
454,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0806200_4_f.pdf,586,ギニア,2012,セネガル事務所,,769000000.0,762000000.0,2007-11-26,2009-10-31,2008-09-15,2010-03-08,39.0,46.0,高い,,高い,高い,高い,99.0,118.0,中程度,,,非常に高い,,無償,水産,ブルビネ零細漁港改善計画,1,アフリカ,西アフリカ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,GN,GIN,2008,2010,True,-1.17641246318817,-1.1156677405039466,-1.9669576883316067,-1.1164944966634132,-1.5260695219039935,-1.2157029112180064
455,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0806300_4_f.pdf,1240,パプアニューギニア,2012,パプアニューギニア事務所,,503000000.0,501000000.0,2008-10-10,2010-02-25,2008-10-10,2010-03-26,17.0,18.0,中程度,,中程度,中程度,中程度,99.6,105.6,中程度,,,低い,,無償,水産,ウェワク市場及び桟橋建設計画,1,大洋州,メラネシア,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PG,PNG,2008,2010,True,-1.15280508995056,-0.726405918598175,-0.7364878257115683,-0.612420360247294,-0.9202682574590048,-0.010246974726518
456,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0867930_4_f.pdf,925,タジキスタン,2012,EY 新日本サステナビリティ株式会社,西川圭輔,1919000000.0,1841000000.0,2006-09-01,2007-09-09,2009-01-01,2010-11-01,35.0,43.0,高い,,高い,高い,低い,140.0,171.0,中程度,,,一部課題がある,,無償,道路,ドゥスティ-ニジノピャンジ間道路整備計画,1,アジア,中央アジア,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TJ,TJK,2009,2010,True,-1.259486377239225,-1.0267276763915996,-1.02996647357941,-1.03725814819336,-1.242680728435515,-1.38160192966461
457,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0868480_4_f.pdf,474,カンボジア,2012,カンボジア事務所,,548000000.0,512000000.0,2009-03-18,2010-07-17,2009-03-18,2010-02-17,16.0,11.0,高い,,高い,高い,高い,93.0,69.0,中程度,,,非常に高い,,無償,その他,第五次地雷除去活動機材整備計画,1,アジア,東南アジア,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,KH,KHM,2009,2010,True,-1.21512395143509,-0.9614368677139284,-0.5306791365146635,-0.4933889657258985,-1.1235268115997301,-0.920331209897995
458,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0961860_4_f.pdf,626,ケニア,2012,特定非営利活動法人 HANDS,竹中宏美,1371000000.0,1392000000.0,2007-05-01,2010-01-21,2007-05-01,2010-05-01,20.0,44.0,高い,,高い,高い,中程度,99.0,110.0,高い,,,非常に高い,,無償,保健・医療,第二次西部地域県病院整備計画,1,アフリカ,東アフリカ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,KE,KEN,2007,2010,True,-1.0071865320205686,-0.6002784967422485,-1.3225404322147374,-0.22743418812751776,-0.986977085471152,-0.2705940045416355
459,https://www2.jica.go.jp/ja/evaluation/pdf/2012_AL-P8_4_f.pdf,37,アルジェリア,2012,早稲田大学,大門毅,2128000000.0,3180000000.0,2004-12-01,2008-04-21,2005-06-01,2011-08-01,41.0,75.0,高い,,高い,高い,低い,149.0,182.0,高い,,,高い,,有償,教育,教育セクター震災復興事業,1,アフリカ,北アフリカ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,DZ,DZA,2005,2011,True,-0.5709889360836572,-0.49655467271804815,-1.1576218605041506,-0.7529604775565009,-0.799457550048828,-0.951609568936485
460,https://www2.jica.go.jp/ja/evaluation/pdf/2012_ARM-P1_4_f.pdf,47,アルメニア,2012,三州技術コンサルタント株式会社,川畑安弘,5838000000.0,5368000000.0,1999-02-01,2003-12-19,1999-02-01,2010-10-01,59.0,141.0,高い,,高い,高い,中程度,92.0,239.0,中程度,,,高い,,有償,電力,送配電網整備事業,1,欧州,南ヨーロッパ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AM,ARM,1999,2010,True,-0.7106114864349364,-0.20699826925992965,-0.07016109810210767,0.1650993436574936,-0.44420453906059254,-0.6533123612403868
461,https://www2.jica.go.jp/ja/evaluation/pdf/2012_BZ-P9_4_f.pdf,1405,ブラジル,2012,株式会社グローバル・グループ 21 ジャパン,薗田元,61374000000.0,49650000000.0,1994-01-01,1997-08-05,1994-03-01,2006-12-01,60.0,213.0,高い,,中程度,中程度,低い,83.0,355.0,低い,,,低い,未完,有償,下水道,グアナバラ湾流域下水処理施設整備事業,1,中南米,南アメリカ,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,BR,BRA,1994,2006,True,-0.011647604871541262,-0.11196429794654256,-0.10976672108517965,0.16187307052314284,-0.3231178615242241,0.39224434085190285
462,https://www2.jica.go.jp/ja/evaluation/pdf/2012_C01-P152_4_f.pdf,2102,中華人民共和国,2012,アイ・シー・ネット株式会社,青木憲代,11535000000.0,11690000000.0,2002-03-01,2007-09-12,2002-03-01,2009-04-01,66.0,85.0,高い,,高い,高い,中程度,101.0,128.0,高い,,,非常に高い,,有償,環境問題,北京市環境整備事業,1,アジア,東アジア,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CN,CHN,2002,2009,True,-0.5374998711049555,-0.0075561162084340355,-0.4713594987988471,-0.31413137540221214,-0.5681743510067463,-1.6175946742296212
463,https://www2.jica.go.jp/ja/evaluation/pdf/2012_C01-P156_4_f.pdf,2103,中華人民共和国,2012,OPMAC 株式会社,原口孝子,7715000000.0,7347000000.0,2002-03-01,2005-02-16,2002-03-01,2009-09-01,36.0,91.0,高い,,高い,高い,中程度,95.0,253.0,高い,,,非常に高い,,有償,教育,甘粛省人材育成事業,1,アジア,東アジア,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CN,CHN,2002,2009,True,-0.5374998711049555,-0.0075561162084340355,-0.4713594987988471,-0.31413137540221214,-0.5681743510067463,-1.6175946742296212
464,https://www2.jica.go.jp/ja/evaluation/pdf/2012_C01-P157_4_f.pdf,2101,中華人民共和国,2012,OPMAC 株式会社,原口孝子,8715000000.0,11039000000.0,2002-03-01,2005-02-16,2002-03-01,2009-03-01,36.0,85.0,高い,,高い,高い,中程度,127.0,236.0,高い,,,非常に高い,,有償,教育,四川省人材育成事業,1,アジア,東アジア,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CN,CHN,2002,2009,True,-0.5374998711049555,-0.0075561162084340355,-0.4713594987988471,-0.31413137540221214,-0.5681743510067463,-1.6175946742296212
465,https://www2.jica.go.jp/ja/evaluation/pdf/2012_C01-P158_4_f.pdf,2097,中華人民共和国,2012,OPMAC 株式会社,原口孝子,7345000000.0,7123000000.0,2002-03-01,2005-08-11,2002-03-01,2008-10-01,43.0,82.0,高い,,高い,高い,中程度,97.0,191.0,高い,,,非常に高い,,有償,教育,重慶市人材育成事業,1,アジア,東アジア,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CN,CHN,2002,2008,True,-0.5400774776935575,-0.021955854126385198,-0.474156379699707,-0.31642243691853117,-0.5831687194960457,-1.6056555679866242
466,https://www2.jica.go.jp/ja/evaluation/pdf/2012_C01-P159_4_f.pdf,2105,中華人民共和国,2012,OPMAC 株式会社,村山なほみ,7520000000.0,7381000000.0,2002-03-01,2005-02-28,2002-03-01,2012-05-01,36.0,122.0,高い,,高い,高い,中程度,98.2,338.9,高い,,,非常に高い,,有償,教育,雲南省人材育成事業,1,アジア,東アジア,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CN,CHN,2002,2012,True,-0.5293647619810969,0.01185203639959752,-0.5062521425160494,-0.3070431893522089,-0.5470173738219521,-1.626986861228942
467,https://www2.jica.go.jp/ja/evaluation/pdf/2012_C02-P163_4_f.pdf,2115,中華人民共和国,2012,アイ・シー・ネット株式会社,岸野優子、早瀬史麻,34834000000.0,35367000000.0,2003-03-01,2008-12-28,2003-03-01,2010-12-01,72.0,96.0,高い,,中程度,中程度,中程度,102.0,133.0,高い,,,高い,,有償,環境問題,河南省大気環境改善事業,1,アジア,東アジア,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CN,CHN,2003,2010,True,-0.5390139110386369,0.019311641342937988,-0.5125386863946914,-0.28140501305460924,-0.5626208633184433,-1.6283889710903163
468,https://www2.jica.go.jp/ja/evaluation/pdf/2012_C02-P164_4_f.pdf,2111,中華人民共和国,2012,アイ・シー・ネット株式会社,岸野優子、早瀬史麻,35090000000.0,36586000000.0,2003-03-01,2007-11-28,2003-03-01,2008-09-01,58.0,67.0,高い,,高い,高い,中程度,104.0,116.0,高い,,,非常に高い,,有償,環境問題,安徽省大気環境改善事業,1,アジア,東アジア,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CN,CHN,2003,2008,True,-0.5371074626843133,-0.00509896253546073,-0.4985779126485188,-0.2720318635304768,-0.5941918790340424,-1.6075659791628516
469,https://www2.jica.go.jp/ja/evaluation/pdf/2012_C02-P165_4_f.pdf,2112,中華人民共和国,2012,アイ・シー・ネット株式会社,スズキS.ヒロミ,11727000000.0,10785000000.0,2003-03-01,2006-07-12,2003-03-01,2008-12-01,41.0,70.0,高い,,高い,非常に高い,中程度,92.0,171.0,高い,,,非常に高い,,有償,環境問題,宜昌市水環境整備事業,1,アジア,東アジア,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CN,CHN,2003,2008,True,-0.5371074626843133,-0.00509896253546073,-0.4985779126485188,-0.2720318635304768,-0.5941918790340424,-1.6075659791628516
470,https://www2.jica.go.jp/ja/evaluation/pdf/2012_C02-P172_4_f.pdf,2113,中華人民共和国,2012,OPMAC 株式会社,村山なほみ,6772000000.0,7822000000.0,2003-03-01,2006-03-01,2003-03-01,2009-09-01,36.0,78.0,高い,,高い,高い,中程度,115.5,216.7,高い,,,非常に高い,,有償,教育,内陸部・人材育成事業（地域活性化・交流・市場ルート強化・環境保全）（貴州省）,1,アジア,東アジア,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CN,CHN,2003,2009,True,-0.5345859144415173,0.008949753429208531,-0.49189268691199156,-0.2757550179958343,-0.5754807208265577,-1.6209377561296727
471,https://www2.jica.go.jp/ja/evaluation/pdf/2012_C03-P185_4_f.pdf,2124,中華人民共和国,2012,アイ・シー・ネット株式会社,百田顕児、スズキ S.ヒロミ、早瀬志麻,36567000000.0,32400000000.0,2004-03-01,2008-12-13,2004-03-01,2010-12-01,58.0,82.0,高い,,高い,高い,中程度,88.0,141.0,高い,,,非常に高い,,有償,保健・医療,公衆衛生基礎施設整備事業（遼寧省）,1,アジア,東アジア,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,CN,CHN,2004,2010,True,-0.5595493997846328,0.043154347155775416,-0.5049930810928344,-0.2655987526689256,-0.5639890091759817,-1.6449546643665856
472,https://www2.jica.go.jp/ja/evaluation/pdf/2012_C04-P201_4_f.pdf,2139,中華人民共和国,2012,アイ・シー・ネット株式会社,青木憲代,12630000000.0,12647000000.0,2005-03-01,2008-01-01,2005-03-01,2010-06-01,34.0,63.0,高い,,高い,高い,中程度,100.13,185.0,高い,,,非常に高い,,有償,上水道,陝西省水環境整備事業（陝西省）,1,アジア,東アジア,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CN,CHN,2005,2010,True,-0.5586307048797605,0.06866846978664398,-0.5240451494852701,-0.25216040511926,-0.5604090591271716,-1.6753697792689
473,https://www2.jica.go.jp/ja/evaluation/pdf/2012_CXXI-P123_4_f.pdf,2069,中華人民共和国,2012,アイ・シー・ネット株式会社,スズキ S. ヒロミ,68264000000.0,62285000000.0,2000-03-01,2004-12-19,2000-03-01,2009-12-01,58.0,118.0,高い,,高い,高い,中程度,91.0,203.0,高い,,,非常に高い,,有償,河川・砂防,湖南省都市洪水対策事業,1,アジア,東アジア,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CN,CHN,2000,2009,True,-0.5009497420655354,-0.024365756246778583,-0.4423103183507919,-0.31533402204513544,-0.562390218178431,-1.5916486581166578
474,https://www2.jica.go.jp/ja/evaluation/pdf/2012_CXXII-P113_4_f.pdf,2072,中華人民共和国,2012,アイ・シー・ネット株式会社,青木憲代,28639000000.0,27757000000.0,2000-03-01,2003-12-24,2000-03-01,2012-10-01,46.0,152.0,高い,,中程度,中程度,中程度,96.0,330.0,中程度,,,一部課題がある,本事業は第一期と第二期に分かれているが、評価は一括して実施。一部サブプロジェクトが中止・稼働停止。,有償,環境問題,環境モデル都市事業（貴陽）（2）,1,アジア,東アジア,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CN,CHN,2000,2012,True,-0.5026300909618535,-0.0023725396798301864,-0.48155753687024117,-0.308535856505235,-0.5444423556327819,-1.6067446668942758
475,https://www2.jica.go.jp/ja/evaluation/pdf/2012_CXXII-P136_4_f.pdf,2087,中華人民共和国,2012,OPMAC 株式会社,小林信行,5863000000.0,6327000000.0,2001-03-01,2005-12-11,2001-03-01,2009-12-01,58.0,106.0,高い,,高い,高い,低い,108.0,183.0,高い,,,高い,,有償,林業・森林保全,山西省黄土高原植林事業,1,アジア,東アジア,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CN,CHN,2001,2009,True,-0.5374998711049555,-0.0075561162084340355,-0.4713594987988471,-0.31413137540221214,-0.5681743510067463,-1.6175946742296212
476,https://www2.jica.go.jp/ja/evaluation/pdf/2012_CXXII-P137_4_f.pdf,2078,中華人民共和国,2012,OPMAC 株式会社,種田博,4907000000.0,4907000000.0,2001-01-01,2005-12-12,2001-03-01,2009-12-01,60.0,106.0,高い,,高い,高い,中程度,100.0,177.0,高い,,,非常に高い,,有償,林業・森林保全,内蒙古自治区黄土高原植林事業,1,アジア,東アジア,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CN,CHN,2001,2009,True,-0.5374998711049555,-0.0075561162084340355,-0.4713594987988471,-0.31413137540221214,-0.5681743510067463,-1.6175946742296212
477,https://www2.jica.go.jp/ja/evaluation/pdf/2012_CXXII-P90_4_f.pdf,2057,中華人民共和国,2012,アイ・シー・ネット株式会社,百田顕児,11196000000.0,7779000000.0,1996-10-01,2000-12-11,2001-03-01,2012-12-01,91.0,218.0,高い,高い,高い,高い,中程度,89.0,149.0,高い,,,非常に高い,,有償,環境問題,瀋陽環境整備事業（2）,1,アジア,東アジア,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CN,CHN,2001,2012,True,-0.5293647619810969,0.01185203639959752,-0.5062521425160494,-0.3070431893522089,-0.5470173738219521,-1.626986861228942
478,https://www2.jica.go.jp/ja/evaluation/pdf/2012_EG-P25_4_f.pdf,342,エジプト,2012,三州技術コンサルタント株式会社,川畑安弘、冨田まさみ,18466000000.0,26292000000.0,2003-12-01,2007-02-14,2003-12-01,2009-07-01,39.0,68.0,高い,,高い,高い,低い,142.0,174.0,高い,,,高い,,有償,電力,ザファラーナ風力発電事業,1,アフリカ,北アフリカ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,EG,EGY,2003,2009,True,-0.6228184912885938,-0.36133029205458517,-0.6572190608297074,-0.38594441541603625,-0.10408133230105569,-1.1046065432684766
479,https://www2.jica.go.jp/ja/evaluation/pdf/2012_ID-P147_4_f.pdf,98,インド,2012,株式会社かいはつマネジメント・コンサルティング,田村智子,43443000000.0,41202000000.0,2003-03-01,2008-02-03,2003-03-01,2009-12-01,60.0,82.0,高い,,高い,高い,中程度,95.0,137.0,高い,,,非常に高い,,有償,電力,バクレシュワール火力発電所増設事業,1,アジア,南アジア,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,IN,IND,2003,2009,True,-0.39024499058723444,-0.05625663261993656,-1.212720819881983,-0.34455109919820515,0.09948099032044401,0.44033110993249086
