,year,alpha3,Control of Corruption,Government Effectiveness,Political Stability,Regulatory Quality,Rule of Law,Voice and Accountability,join_flg
2080,1995,NAM,,,,,,,True
2081,1995,NER,,,,,,,True
2082,1995,NGA,,,,,,,True
2083,1995,NIC,,,,,,,True
2084,1995,NPL,,,,,,,True
2085,1995,PAK,,,,,,,True
2086,1995,PAN,,,,,,,True
2087,1995,PER,,,,,,,True
2088,1995,PHL,,,,,,,True
2089,1995,PLW,,,,,,,True
2090,1995,PNG,,,,,,,True
2091,1995,POL,,,,,,,True
2092,1995,PRY,,,,,,,True
2093,1995,PSE,,,,,,,True
2094,1995,ROU,,,,,,,True
2095,1995,RWA,,,,,,,True
2096,1995,SAU,,,,,,,True
2097,1995,SDN,,,,,,,True
2098,1995,SEN,,,,,,,True
2099,1995,SLB,,,,,,,True
2100,1995,SLE,,,,,,,True
2101,1995,SLV,,,,,,,True
2102,1995,SRB,,,,,,,True
2103,1995,SSD,,,,,,,True
2104,1995,SUR,,,,,,,True
2105,1995,SVK,,,,,,,True
2106,1995,SWZ,,,,,,,True
2107,1995,SYC,,,,,,,True
2108,1995,TGO,,,,,,,True
2109,1995,THA,,,,,,,True
2110,1995,TJK,,,,,,,True
2111,1995,TLS,,,,,,,True
2112,1995,TON,,,,,,,True
2113,1995,TUN,,,,,,,True
2114,1995,TUR,,,,,,,True
2115,1995,TUV,,,,,,,True
2116,1995,TZA,,,,,,,True
2117,1995,UGA,,,,,,,True
2118,1995,UKR,,,,,,,True
2119,1995,UZB,,,,,,,True
2120,1995,VCT,,,,,,,True
2121,1995,VNM,,,,,,,True
2122,1995,VUT,,,,,,,True
2123,1995,WSM,,,,,,,True
2124,1995,XKX,,,,,,,True
2125,1995,ZAF,,,,,,,True
2126,1995,ZMB,,,,,,,True
2127,1995,ZWE,,,,,,,True
2128,1996,AFG,-1.29170477390289,-2.17516660690308,-2.41730952262878,-2.09033036231995,-1.78807544708252,-1.90854012966156,True
2129,1996,AGO,-1.1677018404007,-0.859939992427826,-2.06191730499268,-1.41534507274628,-1.63046932220459,-1.57816350460052,True
2130,1996,ALB,-0.893903493881226,-0.68858790397644,-0.336625128984451,-0.474401652812958,-0.684481799602509,-0.648297846317291,True
2131,1996,ARG,-0.101317152380943,0.165690049529076,0.111376881599426,0.518067419528961,0.0755526423454285,0.39190337061882,True
2132,1996,ARM,-0.473051309585571,-0.380564451217651,-0.364998608827591,-0.28276452422142,-0.469098508358002,-0.56990909576416,True
2133,1996,ATG,0.869897186756134,0.644922494888306,0.717076897621155,0.7869011759758,1.05084490776062,0.333532422780991,True
2134,1996,AZE,-1.44561946392059,-0.916389584541321,-0.828929543495178,-1.19630861282349,-1.20116150379181,-1.12103068828583,True
2135,1996,BDI,-0.68063485622406,-1.6624231338501,-2.11674880981445,-1.64146494865417,-1.41612029075623,-1.54957222938538,True
2136,1996,BEN,-0.548114895820618,-0.380564451217651,1.05037176609039,-0.176318302750587,0.0523155070841312,0.259205192327499,True
2137,1996,BFA,0.11151909083128,-0.928940415382385,-0.300746202468872,-0.295270144939423,-0.933221638202667,-0.533439755439758,True
2138,1996,BGD,-0.969682216644287,-0.687850117683411,-0.548815250396729,-0.929817795753479,-0.93402373790741,-0.0584283582866192,True
2139,1996,BGR,-0.361505150794983,-0.0425848290324211,-0.0910280793905258,-0.184434711933136,-0.344958007335663,0.428986370563507,True
2140,1996,BIH,-0.270569711923599,-1.19204592704773,-0.594427824020386,-0.910771250724792,-0.241686642169952,-0.103825636208057,True
2141,1996,BLZ,-0.0265951305627823,0.388550758361816,0.559152126312256,0.143011912703514,0.084681548178196,0.824221611022949,True
2142,1996,BOL,-0.8248291015625,-0.17498953640461,-0.134768322110176,0.00496884016320109,-0.261528313159943,0.155518606305122,True
2143,1996,BRA,-0.0185795314610004,-0.143133714795113,-0.220460131764412,0.296933323144913,-0.223502203822136,0.242076978087425,True
2144,1996,BRB,1.54272639751434,1.41403770446777,1.05037176609039,1.28882825374603,1.04677295684814,1.34296929836273,True
2145,1996,BTN,0.942838490009308,0.644922494888306,0.724004507064819,-0.411945343017578,-0.0315036252140999,-0.952189922332764,True
2146,1996,BWA,0.8179612159729,0.556376993656158,1.01524519920349,0.650729417800903,0.584521055221558,0.86250102519989,True
2147,1996,CHL,1.4541187286377,1.33797693252563,0.676454544067383,1.542760014534,1.11373817920685,0.722760617733002,True
2148,1996,CHN,-0.271189510822296,-0.348653882741928,-0.0978488251566887,-0.266652703285217,-0.545589983463287,-1.36154520511627,True
2149,1996,CIV,-0.260566830635071,-0.260978221893311,0.0334169194102287,-0.398577004671097,-0.785435140132904,-0.583225548267365,True
2150,1996,CMR,-1.33498477935791,-1.08020269870758,-0.956391930580139,-1.12234926223755,-1.44189488887787,-0.938624918460846,True
2151,1996,COD,-1.64785194396973,-1.64999783039093,-2.68281292915344,-1.7562267780304,-1.87656342983246,-1.60094857215881,True
2152,1996,COL,-0.512254357337952,-0.45862889289856,-1.64785850048065,-0.105487652122974,-0.75183779001236,-0.510942339897156,True
2153,1996,COM,-0.998565018177032,-1.6624231338501,0.507538914680481,-1.13125324249268,-0.878604292869568,-0.42399662733078,True
2154,1996,CPV,1.14333736896515,,1.03555142879486,-0.53226763010025,1.04418814182281,0.937576174736023,True
2155,1996,CRI,0.696142435073853,0.468430697917938,0.753051400184631,0.551819324493408,0.618176877498627,1.07736361026764,True
2156,1996,CUB,0.289152532815933,-0.908112823963165,0.231270432472229,-1.10011386871338,-1.13681089878082,-1.42548000812531,True
2157,1996,DJI,-0.719981253147125,-0.89330792427063,-0.339192003011703,-1.00280439853668,-0.971613764762878,-0.882711172103882,True
2158,1996,DMA,0.869897186756134,0.644922494888306,0.717076897621155,1.02667045593262,0.842415690422058,1.04229032993317,True
2159,1996,DOM,-0.422995418310165,-0.22323839366436,-0.0756602957844734,-0.231283530592918,-0.522590637207031,0.0565150268375874,True
2160,1996,DZA,-0.566740930080414,-1.08876645565033,-1.78331053256989,-0.907437264919281,-1.21819484233856,-1.16629016399384,True
2161,1996,ECU,-0.684873819351196,-0.475311696529388,-0.770033240318298,-0.308270066976547,-0.44970777630806,0.0132842948660254,True
2162,1996,EGY,-0.472254395484924,-0.473676085472107,-0.526031970977783,-0.0481699667870998,0.00126244104467332,-0.844184160232544,True
2163,1996,ERI,0.505685269832611,-1.14967966079712,-0.936975657939911,-1.13125324249268,-0.655131697654724,-1.36392831802368,True
2164,1996,ETH,-0.9305459856987,-1.2075936794281,-1.05474293231964,-1.29677534103394,-0.965788543224335,-1.08355009555817,True
2165,1996,FJI,0.659302592277527,-0.124192699790001,0.830568552017212,0.0303032286465168,0.323474794626236,0.152574241161346,True
2166,1996,FSM,,,,,0.809140563011169,1.11332213878632,True
2167,1996,GAB,-1.10237693786621,-0.199152007699013,0.125683024525642,0.135673850774765,-0.653052270412445,-0.321172207593918,True
2168,1996,GEO,-1.52726411819458,-0.636936128139496,-1.57057857513428,-1.01446378231049,-1.2563259601593,-0.331750810146332,True
2169,1996,GHA,-0.339949548244476,-0.119933769106865,-0.234503835439682,-0.343818366527557,-0.233578249812126,-0.207235246896744,True
2170,1996,GIN,-0.93994152545929,-1.16929292678833,-1.15093290805817,-0.840301275253296,-1.44708013534546,-1.22957599163055,True
2171,1996,GMB,-0.374195218086243,-0.619082868099213,0.559609055519104,-0.841568291187286,0.0169812999665737,-1.2748167514801,True
2172,1996,GNB,-1.19465482234955,-1.40964531898499,-1.54001665115356,-0.834202289581299,-1.67290616035461,-0.972923278808594,True
2173,1996,GRD,0.869897186756134,0.644922494888306,0.91466349363327,0.547131836414337,0.425557196140289,0.614710569381714,True
2174,1996,GTM,-0.85694420337677,-0.454697042703629,-1.01341414451599,-0.309772878885269,-1.12648820877075,-0.235270127654076,True
2175,1996,GUY,-0.140642017126083,-0.378730356693268,-0.266413539648056,-0.173729807138443,-0.203850328922272,0.254009693861008,True
2176,1996,HND,-1.07881093025208,-0.74391508102417,-0.470392346382141,-0.692049384117126,-0.9293492436409,-0.222767293453217,True
2177,1996,HRV,-0.578690052032471,0.102206021547318,-0.0383590497076511,-0.171410709619522,-0.63423216342926,-0.161426275968552,True
2178,1996,HTI,-1.1732771396637,-0.998445451259613,-0.756698846817017,-0.912984549999237,-1.3873907327652,-0.68902987241745,True
2179,1996,IDN,-0.864106297492981,-0.705335676670074,-1.13137912750244,-0.0508104600012302,-0.489870309829712,-0.923689842224121,True
2180,1996,IND,-0.381090342998505,-0.111606687307358,-0.972584128379822,-0.55334997177124,0.313456207513809,0.476563721895218,True
2181,1996,IRN,-0.480606764554977,-0.600068271160126,-0.324623703956604,-1.42351043224335,-0.940338909626007,-0.951336085796356,True
2182,1996,IRQ,-1.60218346118927,-2.08864450454712,-1.81737661361694,-2.15228509902954,-1.56301152706146,-1.95664024353027,True
2183,1996,JAM,0.187061369419098,0.13993801176548,0.110229268670082,0.204640328884125,-0.335017144680023,0.586983859539032,True
2184,1996,JOR,-0.0354074910283089,-0.0329142995178699,-0.0449785143136978,0.0244693327695131,0.276932895183563,-0.238322094082832,True
2185,1996,KAZ,-1.13282036781311,-0.95840448141098,-0.367461204528809,-0.334077596664429,-1.18653774261475,-0.964694976806641,True
2186,1996,KEN,-1.15884947776794,-0.5208500623703,-0.656428635120392,-0.313425302505493,-1.02158069610596,-0.652150869369507,True
2187,1996,KGZ,-0.993923425674438,-0.380564451217651,-0.17433962225914,-0.298121571540833,-0.725473284721375,-0.787026464939117,True
2188,1996,KHM,-1.01984238624573,-0.724763095378876,-1.10455310344696,-0.22796842455864,-1.19436883926392,-0.749472379684448,True
2189,1996,KIR,,,,,0.809140563011169,1.15089750289917,True
2190,1996,KNA,,,,,0.809140563011169,1.02564632892609,True
2191,1996,LAO,-0.722833931446075,-0.636936128139496,0.371830761432648,-1.0403960943222,-1.0479496717453,-1.13253033161163,True
2192,1996,LBN,-0.659695029258728,-0.128497436642647,-0.668952643871307,-0.408734709024429,-0.282953977584839,-0.328649967908859,True
2193,1996,LBR,-1.50014114379883,-1.7195029258728,-2.43946290016174,-1.82689917087555,-1.92797827720642,-1.43498563766479,True
2194,1996,LCA,,,1.03555142879486,,0.809140563011169,1.06322169303894,True
2195,1996,LKA,-0.0565393306314945,-0.183629289269447,-1.77829897403717,0.0647299662232399,0.161260232329369,-0.269144207239151,True
2196,1996,LSO,0.0865449383854866,-0.124192699790001,0.232784986495972,-0.289027005434036,0.0983566418290138,-0.48002901673317,True
2197,1996,MAR,-0.106926992535591,-0.104411050677299,-0.209069982171059,-0.102563485503197,0.221231311559677,-0.416846513748169,True
2198,1996,MDA,-0.437426507472992,-0.215465322136879,0.0112921837717295,-0.0665459185838699,-0.121130093932152,0.0183696802705526,True
2199,1996,MDG,-0.371093899011612,-0.448235422372818,0.217267140746117,-0.912984549999237,-0.403521746397018,-0.117616765201092,True
2200,1996,MDV,-0.322940558195114,0.901294231414795,0.882181823253632,1.02667045593262,0.017489830031991,-0.660230457782745,True
2201,1996,MEX,-0.512428641319275,0.225326701998711,-0.925459146499634,0.131712973117828,-0.726646363735199,-0.0423130206763744,True
2202,1996,MHL,,,,,-0.202153459191322,1.22604835033417,True
2203,1996,MKD,-0.613846182823181,-0.640733182430267,-0.480376541614532,-0.3480284512043,-0.307622253894806,-0.387256860733032,True
2204,1996,MLI,-0.782561779022217,-0.998445451259613,0.365160435438156,-0.525804400444031,-0.29691082239151,0.0121427616104484,True
2205,1996,MMR,-1.50076675415039,-1.2075936794281,-1.25880205631256,-1.67794811725616,-1.58061397075653,-1.88991796970367,True
2206,1996,MNE,,,,,,,True
2207,1996,MNG,0.111758477985859,-0.378730356693268,0.747216463088989,-0.173729807138443,0.201410368084908,0.423779755830765,True
2208,1996,MOZ,-0.424003124237061,-0.144020169973373,-0.0499914959073067,-0.520156919956207,-0.805689930915833,-0.281485259532928,True
2209,1996,MRT,-0.555694162845612,-0.124192699790001,0.36849319934845,-0.401735693216324,-0.503623306751251,-0.567770183086395,True
2210,1996,MUS,0.0346621312201023,0.202324584126472,1.08937561511993,-0.116350427269936,0.8958460688591,0.85291451215744,True
2211,1996,MWI,-0.316063106060028,-0.286933869123459,-0.456720739603043,-0.289059728384018,-0.376664608716965,-0.088463768362999,True
2212,1996,MYS,0.383064538240433,0.53628271818161,0.57122015953064,0.784644603729248,0.521090984344482,-0.181069865822792,True
2213,1996,NAM,0.808773279190063,0.431657552719116,0.854371190071106,0.360743492841721,0.251412272453308,0.496299713850021,True
2214,1996,NER,-0.86559009552002,-1.16929292678833,0.0261458475142717,-0.984400629997253,-0.655014395713806,-1.50618171691895,True
2215,1996,NGA,-1.18900859355927,-0.923635601997375,-1.05690824985504,-0.968231022357941,-1.28972291946411,-1.55370151996613,True
2216,1996,NIC,-0.564544379711151,-0.570219933986664,-0.517743170261383,-0.443439602851868,-0.515926837921143,0.0533696189522743,True
2217,1996,NPL,-0.639208674430847,-0.380564451217651,-0.0711131766438484,-0.401735693216324,-0.00617526052519679,-0.0641570091247559,True
2218,1996,PAK,-1.22003042697906,-0.624154627323151,-1.12732779979706,-0.510079205036163,-0.625289618968964,-0.596835911273956,True
2219,1996,PAN,-0.201105654239655,0.22357851266861,0.123815298080444,0.645566701889038,-0.16697995364666,0.130637660622597,True
2220,1996,PER,-0.398885548114777,0.0341111831367016,-1.06168437004089,0.494783908128738,-0.696724593639374,-0.529502689838409,True
2221,1996,PHL,-0.358871847391129,-0.313254147768021,-0.481185793876648,0.0156000591814518,0.0745114460587502,0.257727921009064,True
2222,1996,PLW,,,,,0.809140563011169,1.09829199314117,True
2223,1996,PNG,-0.433467239141464,-0.340196430683136,-0.775006890296936,-0.425952553749084,-0.616937637329102,0.0781566128134727,True
2224,1996,POL,0.707913815975189,0.681182622909546,0.83064466714859,0.724792420864105,0.767495036125183,1.04270124435425,True
2225,1996,PRY,-1.16601467132568,-0.909467279911041,-0.459796816110611,-0.492861360311508,-0.663562595844269,-0.122391536831856,True
2226,1996,PSE,0.0414915084838867,-1.14967966079712,-1.40572607517242,-0.891484022140503,-0.0396595969796181,-0.758760750293732,True
2227,1996,ROU,-0.446042686700821,-0.286933869123459,0.597966730594635,0.0261181332170963,-0.0219424981623888,0.286023378372192,True
2228,1996,RWA,-0.745139956474304,-1.14967966079712,-1.8453323841095,-1.34093046188354,-1.50215232372284,-1.57920348644257,True
2229,1996,SAU,-0.163303330540657,-0.183629289269447,-0.189457833766937,-0.308262526988983,0.114562630653381,-1.49902832508087,True
2230,1996,SDN,-1.24000644683838,-0.987331032752991,-2.47953200340271,-1.36058640480042,-1.70883572101593,-1.85870087146759,True
2231,1996,SEN,-0.142714694142342,0.0762425139546394,-0.601866662502289,-0.129939034581184,-0.181543231010437,0.108496256172657,True
2232,1996,SLB,0.340782076120377,,1.03555142879486,,0.739518105983734,0.807382106781006,True
2233,1996,SLE,-0.756474375724792,-1.40964531898499,-1.69709753990173,-1.52943170070648,-1.38199138641357,-0.587721765041351,True
2234,1996,SLV,-0.865277528762817,-0.691500306129456,-0.215370371937752,-0.193008169531822,-0.870225965976715,-0.102704912424088,True
2235,1996,SRB,-1.14007151126862,-1.06467998027802,-1.03471982479095,-0.717159688472748,-1.26249313354492,-1.21580410003662,True
2236,1996,SSD,,,,,,,True
2237,1996,SUR,0.185647144913673,-0.68858790397644,0.440209209918976,-0.543357133865356,-0.0809926018118858,-0.0914219319820404,True
2238,1996,SVK,0.21805427968502,0.459862679243088,0.878931701183319,0.672422051429749,0.159563526511192,0.644221544265747,True
2239,1996,SWZ,0.0373140871524811,-0.636936128139496,-0.206821382045746,-0.270231127738953,-0.474024802446365,-1.32670652866364,True
2240,1996,SYC,0.545951545238495,0.644922494888306,1.05037176609039,0.307362526655197,0.59960013628006,0.122146733105183,True
2241,1996,TGO,-0.84262079000473,-0.68858790397644,-0.376152634620667,-0.391079694032669,-0.731249630451202,-0.986241638660431,True
2242,1996,THA,-0.361192047595978,0.180224552750587,0.466799110174179,0.057269349694252,0.539628803730011,0.310659021139145,True
2243,1996,TJK,-1.27303266525269,-1.40605127811432,-2.11674880981445,-1.52155113220215,-1.64815735816956,-1.64583265781403,True
2244,1996,TLS,,,,,-1.56857550144196,-1.72341060638428,True
2245,1996,TON,,,,,0.809140563011169,0.226543545722961,True
2246,1996,TUN,-0.533678114414215,0.375723421573639,0.262547045946121,0.141708940267563,-0.303403049707413,-0.599355578422546,True
2247,1996,TUR,-0.148073524236679,-0.076127216219902,-1.25874590873718,0.103578582406044,-0.138794779777527,-0.129760310053825,True
2248,1996,TUV,,,,,0.809140563011169,1.28616893291473,True
2249,1996,TZA,-0.702762424945831,-0.687850117683411,-0.626190364360809,-0.442145347595215,-0.186238184571266,-0.641581654548645,True
2250,1996,UGA,-0.723757088184357,-0.687850117683411,-1.53094363212585,-0.0254242550581694,-0.580390334129333,-0.891807198524475,True
2251,1996,UKR,-1.11013698577881,-0.670080244541168,-0.152148813009262,-0.418921560049057,-0.823546648025513,-0.324850231409073,True
2252,1996,UZB,-1.1288206577301,-1.20064342021942,-0.54373174905777,-1.77677261829376,-1.23917865753174,-1.60037040710449,True
2253,1996,VCT,,,1.03555142879486,,0.809140563011169,1.04067647457123,True
2254,1996,VNM,-0.489798933267593,-0.58087569475174,0.525695502758026,-0.602832019329071,-0.48242661356926,-1.08749449253082,True
2255,1996,VUT,0.216309443116188,,1.03555142879486,,0.323560953140259,0.628802180290222,True
2256,1996,WSM,-0.0265951305627823,0.388550758361816,1.32178819179535,0.0303032286465168,0.94790905714035,0.736145615577698,True
2257,1996,XKX,,,,,,-1.69988143444061,True
2258,1996,ZAF,0.73292738199234,1.02049589157104,-0.379187554121017,0.515013754367828,0.0879291966557503,0.841138541698456,True
2259,1996,ZMB,-0.840640664100647,-1.12837553024292,-0.159948900341988,-0.482703655958176,-0.531715393066406,-0.334019482135773,True
2260,1996,ZWE,-0.27884715795517,-0.318770557641983,-0.466122418642044,-0.765806436538696,-0.814238488674164,-0.611550152301788,True
2261,1997,AFG,,,,,,,True
2262,1997,AGO,,,,,,,True
2263,1997,ALB,,,,,,,True
2264,1997,ARG,,,,,,,True
2265,1997,ARM,,,,,,,True
2266,1997,ATG,,,,,,,True
2267,1997,AZE,,,,,,,True
2268,1997,BDI,,,,,,,True
2269,1997,BEN,,,,,,,True
2270,1997,BFA,,,,,,,True
2271,1997,BGD,,,,,,,True
2272,1997,BGR,,,,,,,True
2273,1997,BIH,,,,,,,True
2274,1997,BLZ,,,,,,,True
2275,1997,BOL,,,,,,,True
2276,1997,BRA,,,,,,,True
2277,1997,BRB,,,,,,,True
2278,1997,BTN,,,,,,,True
2279,1997,BWA,,,,,,,True
2280,1997,CHL,,,,,,,True
2281,1997,CHN,,,,,,,True
2282,1997,CIV,,,,,,,True
2283,1997,CMR,,,,,,,True
2284,1997,COD,,,,,,,True
2285,1997,COL,,,,,,,True
2286,1997,COM,,,,,,,True
2287,1997,CPV,,,,,,,True
2288,1997,CRI,,,,,,,True
2289,1997,CUB,,,,,,,True
2290,1997,DJI,,,,,,,True
2291,1997,DMA,,,,,,,True
2292,1997,DOM,,,,,,,True
2293,1997,DZA,,,,,,,True
2294,1997,ECU,,,,,,,True
2295,1997,EGY,,,,,,,True
2296,1997,ERI,,,,,,,True
2297,1997,ETH,,,,,,,True
2298,1997,FJI,,,,,,,True
2299,1997,FSM,,,,,,,True
2300,1997,GAB,,,,,,,True
2301,1997,GEO,,,,,,,True
2302,1997,GHA,,,,,,,True
2303,1997,GIN,,,,,,,True
2304,1997,GMB,,,,,,,True
2305,1997,GNB,,,,,,,True
2306,1997,GRD,,,,,,,True
2307,1997,GTM,,,,,,,True
2308,1997,GUY,,,,,,,True
2309,1997,HND,,,,,,,True
2310,1997,HRV,,,,,,,True
2311,1997,HTI,,,,,,,True
2312,1997,IDN,,,,,,,True
2313,1997,IND,,,,,,,True
2314,1997,IRN,,,,,,,True
2315,1997,IRQ,,,,,,,True
2316,1997,JAM,,,,,,,True
2317,1997,JOR,,,,,,,True
2318,1997,KAZ,,,,,,,True
2319,1997,KEN,,,,,,,True
2320,1997,KGZ,,,,,,,True
2321,1997,KHM,,,,,,,True
2322,1997,KIR,,,,,,,True
2323,1997,KNA,,,,,,,True
2324,1997,LAO,,,,,,,True
2325,1997,LBN,,,,,,,True
2326,1997,LBR,,,,,,,True
2327,1997,LCA,,,,,,,True
2328,1997,LKA,,,,,,,True
2329,1997,LSO,,,,,,,True
2330,1997,MAR,,,,,,,True
2331,1997,MDA,,,,,,,True
2332,1997,MDG,,,,,,,True
2333,1997,MDV,,,,,,,True
2334,1997,MEX,,,,,,,True
2335,1997,MHL,,,,,,,True
2336,1997,MKD,,,,,,,True
2337,1997,MLI,,,,,,,True
2338,1997,MMR,,,,,,,True
2339,1997,MNE,,,,,,,True
2340,1997,MNG,,,,,,,True
2341,1997,MOZ,,,,,,,True
2342,1997,MRT,,,,,,,True
2343,1997,MUS,,,,,,,True
2344,1997,MWI,,,,,,,True
2345,1997,MYS,,,,,,,True
2346,1997,NAM,,,,,,,True
2347,1997,NER,,,,,,,True
2348,1997,NGA,,,,,,,True
2349,1997,NIC,,,,,,,True
2350,1997,NPL,,,,,,,True
2351,1997,PAK,,,,,,,True
2352,1997,PAN,,,,,,,True
2353,1997,PER,,,,,,,True
2354,1997,PHL,,,,,,,True
2355,1997,PLW,,,,,,,True
2356,1997,PNG,,,,,,,True
2357,1997,POL,,,,,,,True
2358,1997,PRY,,,,,,,True
2359,1997,PSE,,,,,,,True
2360,1997,ROU,,,,,,,True
2361,1997,RWA,,,,,,,True
2362,1997,SAU,,,,,,,True
2363,1997,SDN,,,,,,,True
2364,1997,SEN,,,,,,,True
2365,1997,SLB,,,,,,,True
2366,1997,SLE,,,,,,,True
2367,1997,SLV,,,,,,,True
2368,1997,SRB,,,,,,,True
2369,1997,SSD,,,,,,,True
2370,1997,SUR,,,,,,,True
2371,1997,SVK,,,,,,,True
2372,1997,SWZ,,,,,,,True
2373,1997,SYC,,,,,,,True
2374,1997,TGO,,,,,,,True
2375,1997,THA,,,,,,,True
2376,1997,TJK,,,,,,,True
2377,1997,TLS,,,,,,,True
2378,1997,TON,,,,,,,True
2379,1997,TUN,,,,,,,True
2380,1997,TUR,,,,,,,True
2381,1997,TUV,,,,,,,True
2382,1997,TZA,,,,,,,True
2383,1997,UGA,,,,,,,True
2384,1997,UKR,,,,,,,True
2385,1997,UZB,,,,,,,True
2386,1997,VCT,,,,,,,True
2387,1997,VNM,,,,,,,True
2388,1997,VUT,,,,,,,True
2389,1997,WSM,,,,,,,True
2390,1997,XKX,,,,,,,True
2391,1997,ZAF,,,,,,,True
2392,1997,ZMB,,,,,,,True
2393,1997,ZWE,,,,,,,True
2394,1998,AFG,-1.17601227760315,-2.10229182243347,-2.42735457420349,-2.06287217140198,-1.73488676548004,-2.03930115699768,True
2395,1998,AGO,-1.1804506778717,-1.05510711669922,-2.31805849075317,-1.44526171684265,-1.52733862400055,-1.41187870502472,True
2396,1998,ALB,-0.992024779319763,-0.732602536678314,-0.544004201889038,-0.441555827856064,-0.929671704769135,-0.387372851371765,True
2397,1998,ARG,-0.20348159968853,0.328712493181229,-0.134649589657784,0.521346211433411,-0.0388815775513649,0.308850228786469,True
2398,1998,ARM,-0.936306059360504,-0.546766698360443,-0.662787318229675,-0.252395778894424,-0.380856782197952,-0.335518449544907,True
2399,1998,ATG,0.883366405963898,0.65214592218399,0.728511989116669,0.773185670375824,1.05356311798096,0.339321404695511,True
2400,1998,AZE,-1.28956842422485,-0.933607459068298,-0.702288448810577,-1.04671502113342,-1.12161064147949,-1.02284121513367,True
2401,1998,BDI,-0.681749761104584,-1.6014848947525,-2.29753232002258,-1.57517111301422,-1.37878561019897,-1.44287765026093,True
2402,1998,BEN,-0.649413108825684,-0.349467724561691,0.742279052734375,-0.145220279693604,0.0505506321787834,0.425980746746063,True
2403,1998,BFA,0.0955900400876999,-0.918438374996185,-0.112211242318153,-0.230121165513992,-0.912859261035919,-0.396195322275162,True
2404,1998,BGD,-0.773010969161987,-0.490328997373581,-0.37074676156044,-1.04934310913086,-0.935864508152008,-0.0855698809027672,True
2405,1998,BGR,-0.17823214828968,-0.0834641233086586,0.575025260448456,0.188922390341759,-0.222114488482475,0.437017410993576,True
2406,1998,BIH,-0.402136474847794,-1.20836997032166,-0.586415469646454,-1.03067064285278,-0.67188423871994,-0.00821057427674532,True
2407,1998,BLZ,-0.0194181017577648,0.401742517948151,0.596629977226257,0.195513546466827,-0.106160081923008,0.881688356399536,True
2408,1998,BOL,-0.442392319440842,-0.097585991024971,-0.241092368960381,0.167925506830215,-0.227260559797287,0.353770107030869,True
2409,1998,BRA,0.0414753258228302,-0.201571121811867,-0.339505791664124,0.327298194169998,-0.202992081642151,0.332852572202682,True
2410,1998,BRB,1.54104733467102,1.40335631370544,1.08426582813263,1.28473043441772,1.23299062252045,1.27400147914886,True
2411,1998,BTN,0.883640766143799,0.65214592218399,0.539632081985474,-0.408505082130432,0.0383083745837212,-1.098304271698,True
2412,1998,BWA,0.824313879013062,0.430778682231903,0.955491304397583,0.832761347293854,0.631555795669556,0.749341487884521,True
2413,1998,CHL,1.29750728607178,1.09743523597717,0.0332812815904617,1.37591946125031,1.09760177135468,0.619043707847595,True
2414,1998,CHN,-0.353955000638962,-0.198783293366432,-0.394105225801468,-0.267708390951157,-0.476805359125137,-1.43743777275085,True
2415,1998,CIV,-0.497031658887863,-0.23320759832859,-0.203814625740051,-0.285964250564575,-0.922914206981659,-0.638677179813385,True
2416,1998,CMR,-1.31328856945038,-0.826229512691498,-0.784960150718689,-0.906528890132904,-1.13863706588745,-1.06361532211304,True
2417,1998,COD,-1.41667938232422,-1.73102784156799,-2.84785175323486,-2.09658575057983,-1.91839897632599,-1.72864663600922,True
2418,1998,COL,-0.523701608181,-0.325808048248291,-1.79392170906067,-0.16817781329155,-0.662920475006104,-0.344189405441284,True
2419,1998,COM,-0.970211029052734,-1.6014848947525,0.564976453781128,-1.11751961708069,-0.881385922431946,-0.375156730413437,True
2420,1998,CPV,1.15506649017334,,1.11396324634552,-0.45485520362854,0.672074854373932,0.93450403213501,True
2421,1998,CRI,0.756039142608643,0.309278875589371,0.90372896194458,0.922752976417542,0.633012652397156,1.14266920089722,True
2422,1998,CUB,0.344616889953613,-0.504450857639313,0.00787538941949606,-1.31561851501465,-1.04586327075958,-1.58477294445038,True
2423,1998,DJI,-0.682330429553986,-0.850274562835693,-0.964446723461151,-0.893703401088715,-0.909501016139984,-0.99400806427002,True
2424,1998,DMA,0.883366405963898,0.65214592218399,0.728511989116669,1.00952386856079,0.843007862567902,1.09459185600281,True
2425,1998,DOM,-0.755780398845673,-0.52674263715744,-0.416316986083984,-0.073845736682415,-0.576960265636444,0.0930832773447037,True
2426,1998,DZA,-0.916649281978607,-0.883071959018707,-1.87890470027924,-0.881358742713928,-1.19836211204529,-1.24434244632721,True
2427,1998,ECU,-0.79184478521347,-0.354707360267639,-0.162388324737549,-0.064743272960186,-0.539550304412842,0.114651590585709,True
2428,1998,EGY,-0.477870136499405,-0.204747274518013,-0.0207697190344334,-0.170989289879799,-0.126968279480934,-0.911786079406738,True
2429,1998,ERI,0.516642093658447,-1.10067796707153,-0.970755875110626,-1.11751961708069,-0.63481616973877,-1.23163819313049,True
2430,1998,ETH,-0.903203785419464,-1.19072878360748,-0.632266759872437,-1.26635813713074,-0.908676981925964,-0.989250898361206,True
2431,1998,FJI,0.663797557353973,-0.0990643203258514,0.856274604797363,0.0419004894793034,0.343518048524857,0.226074695587158,True
2432,1998,FSM,,,,,0.876508176326752,0.98031097650528,True
2433,1998,GAB,-0.995287537574768,-0.462085247039795,0.32502093911171,0.335129141807556,-0.370705366134644,-0.391127526760101,True
